story_id;sent_id;token_id;deprel;form;cluster;mention;comment
6;40;735.1;nmod;Sticky;;0;
6;40;735.2;punct;.;;;
6;41;736.1;nsubj;Abby;;1;
6;41;736.2;punct;,;;;
6;41;737;nsubj;who;;1;
6;41;738;aux;was;;;
6;41;739;acl:relcl;breathing;;;
6;41;740;dobj;fire;;;
6;41;741;advmod;all;;;
6;41;742;case;on;;;
6;41;743;nmod;account;;;
6;41;744;case;of;;;
6;41;745;det;the;;0;
6;41;746;amod;little;;0;
6;41;747.1;nmod;snail;;0;
6;41;747.2;punct;,;;;
6;41;748;root;tried;;;
6;41;749;mark;to;;;
6;41;750;xcomp;ignore;;;
6;41;751.1;dobj;her;;3;
6;41;751.2;punct;,;;;
6;41;752;cc;but;;;
6;41;753;nsubj;it;;;
6;41;754;cop;was;;;
6;41;755;conj;hard;;;
6;41;756;advmod;when;;;
6;41;757;nsubj;Mom;;3;
6;41;758;advcl;walked;;;
6;41;759;compound:prt;over;;;
6;41;760;case;to;;;
6;41;761;det;the;11;;
6;41;762;nmod;bed;11;;
6;41;763;cc;and;;;
6;41;764;conj;sat;;;
6;41;765;advmod;next;;;
6;41;766;case;to;;;
6;41;767.1;nmod;her;;3;
6;41;767.2;punct;.;;;
6;42;768.1;nsubj;Mom;;3;
6;42;768.2;punct;,;;;
6;42;769;dep;who;;3;
6;42;770;dep;Abby;;1;
6;42;771;acl:relcl;still;;;
6;42;772;dep;strained;;;
6;42;773;mark;to;;;
6;42;774;xcomp;remain;;;
6;42;775;xcomp;upset;;;
6;42;776.1;nmod;with;;;
6;42;776.2;punct;,;;;
6;42;777;aux;had;;;
6;42;778;root;gone;;;
6;42;779;compound:prt;out;;;
6;42;780;mark;to;;;
6;42;781;xcomp;find;;;
6;42;782;nmod:poss;her;;3;
6;42;783;dobj;glasses;;;
6;42;784;mark;in;;;
6;42;785;mwe;order;;;
6;42;786;mark;to;;;
6;42;787;advcl;search;;;
6;42;788;case;for;;;
6;42;789;nmod;Sticky;;0;
6;42;790;advmod;more;;;
6;42;791.1;advmod;effectively;;;
6;42;791.2;punct;.;;;
6;43;792.1;punct;``;;;
6;43;792.2;nsubj;This;;;
6;43;793;cop;is;;;
6;43;794;nmod:poss;my;;3;
6;43;795;dep;new;;;
6;43;796;cc;and;;;
6;43;797;advmod;extra;;;
6;43;798;amod;powerful;;;
6;43;799;ccomp;pair;;;
6;43;800;nsubj;I;;3;
6;43;801;acl:relcl;have;;;
6;43;802;case;for;;;
6;43;803;amod;important;;;
6;43;804;nmod;occasions;;;
6;43;805;case;like;;;
6;43;806;compound;snail;;0;
6;43;807.1;nmod;hunting;;;
6;43;807.2;punct;,;;;
6;43;807.3;punct;'';;;
6;43;808;nsubj;she;;3;
6;43;809.1;root;said;;;
6;43;809.2;punct;.;;;
6;44;810;nsubj;She;;3;
6;44;811;root;smiled;;;
6;44;812;case;at;;;
6;44;813.1;nmod;Abby;;1;
6;44;813.2;punct;,;;;
6;44;814;xcomp;trying;;;
6;44;815;mark;to;;;
6;44;816;xcomp;butter;;;
6;44;817;dobj;her;;1;
6;44;818.1;compound:prt;up;;;
6;44;818.2;punct;,;;;
6;44;819;cc;but;;;
6;44;820;nsubj;Abby;;1;
6;44;821.1;aux;did;;;
6;44;821.2;neg;n't;;;
6;44;822;conj;smile;;;
6;44;823.1;advmod;back;;;
6;44;823.2;punct;.;;;
6;45;824;nsubj;Abby;;1;
6;45;825;root;believed;;;
6;45;826;nmod:poss;her;;1;
6;45;827.1;nmod:poss;mom;;3;
6;45;827.2;case;'s;;;
6;45;828;nsubj;idea;;;
6;45;829;aux;would;;;
6;45;830;neg;not;;;
6;45;831.1;ccomp;succeed;;;
6;45;831.2;punct;,;;;
6;45;832;cc;but;;;
6;45;833;advmod;then;;;
6;45;834;nsubj;she;;1;
6;45;835;conj;had;;;
6;45;836;det;an;;;
6;45;837;dobj;idea;;;
6;45;838;case;of;;;
6;45;839;nmod:poss;her;;1;
6;45;840.1;nmod;own;;;
6;45;840.2;punct;.;;;
6;46;841.1;punct;``;;;
6;46;841.2;nsubj;I;;1;
6;46;841.3;aux;'ve;;;
6;46;842;ccomp;got;;;
6;46;843;det;a;;;
6;46;844;amod;magnifying;9;;
6;46;845.1;dobj;glass;9;;
6;46;845.2;punct;,;;;
6;46;845.3;punct;'';;;
6;46;846;nsubj;Abby;;1;
6;46;847;advmod;suddenly;;;
6;46;848;root;remembered;;;
6;46;849;cc;and;;;
6;46;850;conj;rushed;;;
6;46;851;compound:prt;off;;;
6;46;852;mark;to;;;
6;46;853;xcomp;find;;;
6;46;854.1;dobj;it;;9;
6;46;854.2;punct;.;;;
6;47;855;case;On;;;
6;47;856;det;the;;;
6;47;857;nmod;floor;;;
6;47;858;case;beside;;;
6;47;859;det;each;;1+3;
6;47;860;nmod;other;;1+3;
6;47;861;nsubj;they;;1+3;
6;47;862.1;root;sat;;;
6;47;862.2;punct;,;;;
6;47;863;ccomp;shuffling;;;
6;47;864;case;around;;;
6;47;865;det;the;;2;
6;47;866.1;nmod;tank;;2;
6;47;866.2;punct;,;;;
6;47;867;conj;looking;;;
6;47;868;dobj;all;;;
6;47;869;case;over;;;
6;47;870;det;the;;;
6;47;871;nmod;place;;;
6;47;872;cc;and;;;
6;47;873;conj;peering;;;
6;47;874;case;into;;;
6;47;875;det;the;;;
6;47;876;nmod;corners;;;
6;47;877;case;among;;;
6;47;878;det;the;;;
6;47;879;amod;big;;;
6;47;880;nmod;pebbles;;;
6;47;881;cc;and;;;
6;47;882;det;the;;13;
6;47;883;amod;pond;;13;
6;47;884.1;conj;weed;;13;
6;47;884.2;punct;.;;;
6;48;885;nsubj;Abby;;1;
6;48;886;root;tried;;;
6;48;887;mark;to;;;
6;48;888.1;xcomp;imagine;;;
6;48;888.2;punct;,;;;
6;48;889;mark;if;;;
6;48;890;nsubj;she;;1;
6;48;891;cop;were;;;
6;48;892.1;advcl;Sticky;;0;
6;48;892.2;punct;,;;;
6;48;893;det;a;;0;
6;48;894;amod;little;;0;
6;48;895;compound;water;;0;
6;48;896.1;appos;snail;;0;
6;48;896.2;punct;,;;;
6;48;897;advmod;where;;;
6;48;898;aux;would;;;
6;48;899;nsubj;she;;1;
6;48;900;ccomp;hide;;;
6;48;901.1;compound:prt;out;;;
6;48;901.2;punct;?;;;
6;49;902;case;At;;;
6;49;903;nummod;one;;;
6;49;904;nmod;point;;;
6;49;905;nsubj;she;;1;
6;49;906;root;thought;;;
6;49;907;nsubj;she;;1;
6;49;908;ccomp;saw;;;
6;49;909.1;dobj;him;;0;
6;49;909.2;punct;,;;;
6;49;910;cc;but;;;
6;49;911;nsubj;it;;;“It” isn’t really referring to Sticky, so as per the GUM scheme it should not be annotated
6;49;912.1;cop;was;;;
6;49;912.2;neg;n't;;;
6;49;913;det;the;;0;
6;49;914;compound;water;;0;
6;49;915.1;conj;snail;;0;
6;49;915.2;punct;.;;;
6;50;916;nsubj;It;;;
6;50;917;cop;was;;;
6;50;918;det;a;;;
6;50;919;amod;large;;;
6;50;920;root;speck;;;
6;50;921;case;of;;;
6;50;922;nmod;dust;;;
6;50;923;nsubj;that;;;
6;50;924;aux;was;;;
6;50;925;advmod;deceptively;;;
6;50;926;acl:relcl;bobbing;;;
6;50;927;compound:prt;around;;;
6;50;928;case;in;;;
6;50;929;det;the;;;
6;50;930;nmod;water;;;
6;50;931;case;like;;;
6;50;932;det;a;;;
6;50;933;amod;live;;;
6;50;934.1;nmod;animal;;;
6;50;934.2;punct;.;;;
6;51;935;nsubj;They;;1-3;
6;51;936;cop;were;;;
6;51;937;root;ready;;;
6;51;938;mark;to;;;
6;51;939;xcomp;call;;;
6;51;940;iobj;it;;;
6;51;941.1;dobj;quits;;;
6;51;941.2;punct;,;;;
6;51;942;advmod;when;;;
6;51;943;advmod;suddenly;;;
6;51;944;nsubj;Mom;;3;
6;51;945.1;advcl;cried;;;
6;51;945.2;punct;,;;;
6;51;946.1;punct;``;;;
6;51;946.2;discourse;Ah;;;
6;51;947.1;dep;ha;;;
6;51;947.2;punct;!;;;
6;51;947.3;punct;'';;;
6;52;948;advmod;Tucked;;;
6;52;949;case;in;;;
6;52;950;det;a;;;
6;52;951;nmod;curve;;;
6;52;952;case;of;;;
6;52;953;det;the;;;
6;52;954.1;nmod;archway;;;
6;52;954.2;punct;,;;;
6;52;955;advmod;perfectly;;;
6;52;956;dep;hidden;;;
6;52;957;case;against;;;
6;52;958;det;a;;;
6;52;959;compound;pitch;;;
6;52;960;amod;dark;;;
6;52;961.1;nmod;stone;;;
6;52;961.2;punct;,;;;
6;52;962;root;sat;;;
6;52;963;compound;Mr.;;0;
6;52;964.1;dobj;Sticky;;0;
6;52;964.2;punct;,;;;
6;52;965;amod;safe;;;
6;52;966;cc;and;;;
6;52;967.1;conj;sound;;;
6;52;967.2;punct;.;;;
6;53;968.1;punct;``;;;
6;53;968.2;nsubj;You;;3;
6;53;968.3;punct;,;;;
6;53;969;nsubj;I;;1;
6;53;970;aux;can;;;
6;53;971;advmod;always;;;
6;53;972;ccomp;count;;;
6;53;973.1;compound:prt;on;;;
6;53;973.2;punct;,;;;
6;53;973.3;punct;'';;;
6;53;974;nsubj;Abby;;1;
6;53;975;root;said;;;
6;53;976;case;to;;;
6;53;977;nmod:poss;her;;3;
6;53;978.1;nmod;mom;;3;
6;53;978.2;punct;,;;;
6;53;979;case;with;;;
6;53;980.1;nmod;relief;;;
6;53;980.2;punct;.;;;
6;54;981;advmod;Then;;;
6;54;982;nsubj;she;;;
6;54;983;root;noticed;;;
6;54;984;det;another;10;;
6;54;985;compound;water;10;;
6;54;986;nsubj;snail;10;;
6;54;987;ccomp;was;;;
6;54;988;advmod;right;;;
6;54;989;advmod;next;;;
6;54;990;case;to;;;
6;54;991;nmod;Sticky;;0;
6;54;992;cc;and;;;
6;54;993;conj;asked;;;
6;54;994;advmod;where;;;
6;54;995;det;this;;10;
6;54;996;amod;new;;10;
6;54;997;nsubj;addition;;10;
6;54;998;case;to;;10;
6;54;999;det;the;;10;
6;54;1000;nmod;family;;10;
6;54;1001;aux;could;;;
6;54;1002;aux;have;;;
6;54;1003;ccomp;come;;;
6;54;1004.1;nmod;from;;;
6;54;1004.2;punct;.;;;
6;55;1005.1;punct;``;;;
6;55;1005.2;nsubj;I;;3;
6;55;1005.3;aux;'m;;;
6;55;1006;ccomp;beginning;;;
6;55;1007;mark;to;;;
6;55;1008;xcomp;suspect;;;
6;55;1009;det;the;;13;
6;55;1010;compound;pond;;13;
6;55;1011;nsubj;weed;;13;
6;55;1012;cop;is;;;
6;55;1013.1;ccomp;guilty;;;
6;55;1013.2;punct;,;;;
6;55;1014.1;parataxis;do;;;
6;55;1014.2;neg;n't;;;
6;55;1015;nsubj;you;;1;
6;55;1016.1;dep;think;;;
6;55;1016.2;punct;?;;;
6;55;1016.3;punct;'';;;
6;55;1017;root;replied;;;
6;55;1018.1;nsubj;Mom;;3;
6;55;1018.2;punct;.;;;
6;56;1019;nsubj;They;;1+3;
6;56;1020;cc:preconj;both;;;
6;56;1021;root;laughed;;;
6;56;1022;cc;and;;;
6;56;1023;conj;climbed;;;
6;56;1024;case;into;;;
6;56;1025.1;nmod:poss;Abby;;1;
6;56;1025.2;case;'s;;;
6;56;1026;nmod;bed;;11;
6;56;1027;advmod;together;;;
6;56;1028.1;cc;and;;;
6;56;1028.2;punct;,;;;
6;56;1029;mark;though;;;
6;56;1030;nsubj;it;;;
6;56;1031;advcl;was;;;
6;56;1032.1;advmod;cozy;;;
6;56;1032.2;punct;,;;;
6;56;1033;nsubj;it;;;
6;56;1034;cop;was;;;
6;56;1035;det;a;;;
6;56;1036;conj;bit;;;
6;56;1037;case;of;;;
6;56;1038;det;a;;;
6;56;1039.1;nmod;squeeze;;;
6;56;1039.2;punct;.;;;
6;57;1040.1;punct;``;;;
6;57;1040.2;ccomp;Budge;;;
6;57;1041.1;compound:prt;up;;;
6;57;1041.2;punct;,;;;
6;57;1041.3;punct;'';;;
6;57;1042;nsubj;Mom;;3;
6;57;1043.1;root;said;;;
6;57;1043.2;punct;,;;;
6;57;1044;xcomp;giving;;;
6;57;1045;iobj;Abby;;1;
6;57;1046;det;a;;;
6;57;1047;dobj;push;;;
6;57;1048;case;with;;;
6;57;1049;nmod:poss;her;;3;
6;57;1050.1;nmod;bottom;;;
6;57;1050.2;punct;.;;;
6;58;1051.1;punct;``;;;
6;58;1051.2;nsubj;I;;1;
6;58;1052.1;root;ca;;;
6;58;1052.2;neg;n't;;;
6;58;1053;mark;because;;;
6;58;1054.1;nsubj;I;;1;
6;58;1054.2;cop;'m;;;
6;58;1055;advmod;already;;;
6;58;1056;case;on;;;
6;58;1057;det;the;;;
6;58;1058.1;advcl;edge;;;
6;58;1058.2;punct;.;;;
6;58;1058.3;punct;'';;;
6;59;1059.1;punct;``;;;
6;59;1059.2;amod;Good;;;
6;59;1060.1;discourse;heavens;;;
6;59;1060.2;punct;,;;;
6;59;1061.1;nsubj;you;12;1;
6;59;1061.2;aux;'ve;12;;
6;59;1062;root;grown;12;;
6;59;1063.1;advmod;then;12;;
6;59;1063.2;punct;.;;;
6;60;1064;advmod;When;;;
6;60;1065;aux;did;;;
6;60;1066;nsubj;that;;12;
6;60;1067.1;root;happen;;;
6;60;1067.2;punct;?;;;
6;61;1068;nsubj;You;;1;
6;61;1069.1;aux;could;;;
6;61;1069.2;aux;'ve;;;
6;61;1070;root;put;;;
6;61;1071;det;an;;;
6;61;1072;dobj;elephant;;;
6;61;1073;case;in;;;
6;61;1074;nmod;here;;11;
6;61;1075;amod;last;;;
6;61;1076;dobj;time;;;
6;61;1077;nsubj;we;;1+3;
6;61;1078;acl:relcl;did;;;
6;61;1079.1;dobj;this;;;
6;61;1079.2;punct;.;;;
6;62;1080;mark;Before;;;
6;62;1081;nsubj;I;;3;
6;62;1082;advcl;know;;;
6;62;1083.1;dobj;it;;13;
6;62;1083.2;punct;,;;;
6;62;1084.1;nsubjpass;you;13;1;
6;62;1084.2;aux;'ll;13;;
6;62;1085;auxpass;be;13;;
6;62;1086;advmod;all;13;;
6;62;1087;root;grown;13;;
6;62;1088.1;compound:prt;up;13;;
6;62;1088.2;punct;.;;;
6;62;1088.3;punct;'';;;
6;63;1089;case;On;;;
6;63;1090;nmod:poss;her;;1;
6;63;1091.1;nmod:poss;mom;;3;
6;63;1091.2;case;'s;;;
6;63;1092;nmod;chest;;;
6;63;1093;nsubj;Abby;;1;
6;63;1094;advmod;then;;;
6;63;1095;root;put;;;
6;63;1096;nmod:poss;her;;1;
6;63;1097;dobj;head;;;
6;63;1098;cc;and;;;
6;63;1099.1;conj;smiled;;;
6;63;1099.2;punct;.;;;
